,Tweet
1263, تم التواصل مع مشرفة لديكم و تصعيد بلاغ للمرة الثانية بخصوص ارقام البلاغات التالية و لا حياة لمن تن                         
1264,"                                                              
تحية طيبة 
نرجوا الاهتمام بالمواطن 
تطبيق توكلنا
عزيزي مستخد "
1265, السلام عليكم هل السفر مسموح قبل انتهاء مدة ال١٠ ايام  وطبعا ب نتيجة فحص     سلبية
1266, شكرا علي الرد بس هل اقدر ارجع مباشر من مصر إلى المملكة ؟
1267, انا مصرى مقيم بالمملكة اخدت جرعة اولي استرازنيكا في المملكة ونزلت اجازة لمصر واخدت الجرعة الثانية                         
1268," السلام علیکم ورحمة الله 

لو سمحتم لدي مشكلة في تطبيق توكلنا 

قد تمت موافقة طلبي من    
يعني

 عز                         "
1269,"              عليكم السلام 
نعتذر لك أخي الكريم ، ليس من إختصاصنا ماهو خارج منصة أبشر 
لذلك يرجى التواصل مع تطبيق ت                         "
1270,        ظهر لاخوك اسمك لما سويت اسناد؟
1271,            كم يوم وردو ع طلب الاستثناء انا لي    يوم وماردو الصحه لسى كاتبين الطلب تحت الاجراء
1272, السلام عليكم انا امس فحصت كورونا      بمستوصف خاص وجتني النتيجه على رقم الجوال فقط ولم تظهر في تطبيق توكلنا  
1273,                                                         مرحبا بك أستاذ احمد، توكلنا للدلالة على الحالة الصحية وإدارة التصا 
1274, ردو على الخاص   
1275,"                        مرحبا بك،
نشكر لك أهتمامك، ويسعد الزملاء في ⁦⁩ التعامل مع اقتراحك 
شكراً لتواصلك"
1276,                                                                                                                            
1277, تم الواصل مع وزارة الصحه قالو تمت الموفقة جاري المعالجة
1278, السلام عليكم تمت الموفقة على اعتماد تطعيمات خارج المملكة والم تنزل في تطبيق توكلنا
1279," شغال الان 
 ️ مكتب العمل والجوازات
 ️ تعديل جميع المهن
 ️ انجاز منصة قوى استخراج تاشيرات
 ️ تصفير الغرامات💯
 ️ نقل                         "
1280,                   هل ممرض مستشفى قوى الامن لديه رتبه عسكريه ؟
1281, اتمنى الرد ع خاص
1282,"                                                      شغال الان 
 ️ مكتب العمل والجوازات
 ️ تعديل ج                         "
1283,"                                                      شغال الان 
 ️ مكتب العمل والجوازات
 ️ تعديل ج                         "
1284, انا مسافره من قطر للإمارات عبر الحدود البريه مع طفلي عمره ٣ شهور ، لازم ندخل للسعوديه من حدود قطر                         
1285,                                                                                   سحللوها الرجاجيل
1286, لدي سائق خاص اخذ الجرعات في بلاده ودخل توكلنا برقم الحدود استخرجنا له اقامة وبعد الثلاثه شهور اردن                         
1287,                     وانا نفس مشكلتك                        
1288,                                                                                   يوش والله قدلي ا                         
1289,            توكلنا حقي مو راضي يحجز موعد الجرعه الثانيه شسوي ؟
